Unnamed: 0,trajectory_id,htpmd_version,s3_bucket,s3_prefix,conductivity,li_diffusivity,tfsi_diffusivity,poly_diffusivity,mol_smiles,poly_smiles,transference_number,molarity
1157,1187,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428455302-0,0.000506562,6.27E-08,1.16E-07,9.48E-08,O=C([Au])OCCOCCNCCOCCO[Cu],COCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(=O)OCCOCCNCCOCCOC(C)=O,0.332319033,1.462694931
1195,1225,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538225833-0,0.000486525,6.40E-08,9.46E-08,8.33E-08,O=C([Au])OCCOCCOCCOCCO[Cu],COCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(=O)OCCOCCOCCOCCOC(C)=O,0.361373635,1.456239395
153,181,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1119505776-0,0.000368168,4.20E-08,8.07E-08,6.80E-08,CN(CCO[Cu])CCN(C)CCOC(=O)[Au],COCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(=O)OCCN(C)CCN(C)CCOC(C)=O,0.318709136,1.456048647
1145,1175,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428453611-0,0.000319499,4.27E-08,7.50E-08,6.62E-08,O=C([Au])NCCOCCOCCOCCO[Cu],COCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(=O)OCCOCCOCCOCCNC(C)=O,0.312595671,1.462694931
523,551,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413621281-0,0.000303273,4.62E-08,7.72E-08,8.42E-08,CN(CCCCOC(=O)[Au])CCOCCO[Cu],COCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(=O)OCCOCCN(C)CCCCOC(C)=O,0.350048732,1.458395619
1197,1227,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538226080-0,0.000299172,4.39E-08,7.80E-08,6.25E-08,O=C([Au])OCCOCCOCCO[Cu],COCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(=O)OCCOCCOCCOC(C)=O,0.313999177,1.43061893
1123,1153,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413697743-0,0.000291935,4.76E-08,9.37E-08,6.05E-08,O=C([Au])OCCN(CCF)CCOCCO[Cu],COCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(=O)OCCOCCN(CCF)CCOC(C)=O,0.193641292,1.453490735
1194,1224,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538225808-0,0.000284795,4.94E-08,8.30E-08,7.71E-08,O=C([Au])OCCCOCCCO[Cu],COCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(=O)OCCCOCCCOC(C)=O,0.253064183,1.483412687
1209,1239,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538231396-0,0.00028235,4.29E-08,8.77E-08,7.02E-08,O=C([Au])OCCSCCOCCO[Cu],COCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(=O)OCCOCCSCCOC(C)=O,0.253580565,1.413364115
1142,1172,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428453468-0,0.000281633,3.34E-08,4.57E-08,4.28E-08,O=C([Au])NCCOCCOCCOCCN[Cu],CNCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(=O)NCCOCCOCCOCCNC(C)=O,0.390888815,1.469207958
1138,1168,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428453346-0,0.000277578,3.75E-08,5.95E-08,5.47E-08,O=C([Au])OCCOCCOCCN[Cu],CNCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(=O)NCCOCCOCCOC(C)=O,0.369057281,1.438557318
1205,1235,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538227682-0,0.000272842,3.90E-08,7.64E-08,6.81E-08,O=C([Au])OCCOCCCOCCO[Cu],COCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(=O)OCCOCCCOCCOC(C)=O,0.229703815,1.427084407
1047,1077,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413632580-0,0.000271125,4.80E-08,8.75E-08,6.82E-08,CCN(CCOCCO[Cu])CC(C)OC(=O)[Au],CCN(CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC(=O)OC(C)CN(CC)CCOCCOC)CC(C)OC(C)=O,0.26966154,1.479746123
146,174,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1119505140-0,0.000268271,3.99E-08,5.82E-08,4.98E-08,CN(CCNC(=O)[Au])CCOCCO[Cu],COCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(=O)OCCOCCN(C)CCNC(C)=O,0.349795647,1.443075408
448,476,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413611903-0,0.000263725,3.92E-08,6.29E-08,6.84E-08,CN(CCCO[Cu])CCOCCOC(=O)[Au],COCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(=O)OCCCN(C)CCOCCOC(C)=O,0.3621411,1.439340492
1136,1166,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428453340-0,0.000262215,3.05E-08,6.48E-08,4.50E-08,O=C([Au])OCCOCCO[Cu],COCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(=O)OCCOCCOC(C)=O,0.265756277,1.405933094
436,464,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413610767-0,0.000259543,5.48E-08,8.47E-08,6.75E-08,CC(CCOC(=O)[Au])NCCOCCO[Cu],COCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(=O)OCCOCCNC(C)CCOC(C)=O,0.269321171,1.439340492
465,493,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-246199125-0,0.000255881,3.94E-08,1.04E-07,6.65E-08,O=C([Au])OCCCSCCOCCO[Cu],COCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(=O)OCCOCCSCCCOC(C)=O,0.101493215,1.418513197
1135,1165,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-428453326-0,0.0002542,3.62E-08,4.06E-08,3.77E-08,O=C([Au])NCCOCCOCCN[Cu],CNCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCNC(C)=O,0.434424385,1.446584296
1085,1115,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413656623-0,0.000253824,4.44E-08,6.82E-08,5.06E-08,CCC(CN(C)CCOCCN[Cu])OC(=O)[Au],CCC(CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC(=O)OC(CC)CN(C)CCOCCNC)OC(C)=O,0.332993718,1.48641223
1172,1202,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-482403593-0,0.000249007,4.69E-08,8.60E-08,7.38E-08,O=C([Au])OCCOCCCCOCCO[Cu],COCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(=O)OCCOCCCCOCCOC(C)=O,0.243536119,1.439666071
1072,1102,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413643927-0,0.000244401,3.87E-08,7.60E-08,5.09E-08,CCC(COC(=O)[Au])N(C)CCOCCO[Cu],CCC(COC(C)=O)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC(=O)OCC(CC)N(C)CCOCCOC,0.249445283,1.479746123
735,763,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538226096-0,0.000243233,4.26E-08,6.24E-08,4.87E-08,O=C([Au])OCCOCCCN[Cu],CNCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(=O)NCCCOCCOC(C)=O,0.344729488,1.429854866
351,379,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-13127199-0,0.000241872,3.79E-08,6.98E-08,4.27E-08,NC(CCOC(=O)[Au])=NOCCOCCO[Cu],COCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(=O)OCCOCCON=C(N)CCOC(C)=O,0.216035086,1.452158043
837,865,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-33233578-0,0.000240008,4.44E-08,9.23E-08,5.62E-08,C=CC(CNCCCOCCOC(=O)[Au])O[Cu],C=CC(CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(=O)OC(C=C)CNCCCOCCOC(C)=O)OC,0.051098972,1.473201695
1080,1110,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-413651589-0,0.000238379,3.65E-08,5.84E-08,3.65E-08,CCN(CCCO[Cu])CCOCCNC(=O)[Au],CCN(CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC(=O)NCCOCCN(CC)CCCOC)CCOCCNC(C)=O,0.326909287,1.466246593
464,492,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-246199088-0,0.000230872,4.17E-08,1.15E-07,6.53E-08,CC(CCO[Cu])SCCOCCOC(=O)[Au],COCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(=O)OCCC(C)SCCOCCOC(C)=O,-0.122612898,1.439885307
134,162,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1119504357-0,0.000228169,3.63E-08,7.54E-08,5.25E-08,COCCN(CCO[Cu])CCOC(=O)[Au],COCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(=O)OCCN(CCOC)CCOC(C)=O,0.184685725,1.379280286
640,668,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-246300005-0,0.000227724,4.12E-08,9.32E-08,5.66E-08,CC(CSCCOCCO[Cu])OC(=O)[Au],COCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(=O)OCCOCCSCC(C)OC(C)=O,0.122108659,1.428088
1206,1236,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-538227953-0,0.000226674,4.67E-08,6.90E-08,4.73E-08,O=C([Au])OCCCNCCCO[Cu],COCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(=O)OCCCNCCCOC(C)=O,0.351898214,1.492475387
309,337,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1132282802-0,0.000225099,5.53E-08,1.22E-07,7.99E-08,O=C([Au])OCCCCOCCCCO[Cu],COCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(=O)OCCCCOCCCCOC(C)=O,0.018023209,1.441854368
199,227,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1119509817-0,0.000224779,2.96E-08,4.50E-08,4.62E-08,CN(CCO[Cu])CCOCCNC(=O)[Au],COCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(=O)OCCN(C)CCOCCNC(C)=O,0.359855714,1.443075408
295,323,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1132278197-0,0.000224388,5.19E-08,1.27E-07,8.04E-08,O=C([Au])OCCCCCCCO[Cu],COCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(=O)OCCCCCCCOC(C)=O,0.01072194,1.394423666
778,806,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-33212808-0,0.000222611,2.71E-08,6.62E-08,5.11E-08,C=CCN(CCO[Cu])CCOCCOC(=O)[Au],C=CCN(CCOC)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(=O)OCCN(CC=C)CCOCCOC(C)=O,0.238395707,1.493468346
364,392,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-13127616-0,0.000221373,3.90E-08,7.51E-08,4.75E-08,COCC#CCN(CCO[Cu])CCOC(=O)[Au],COCC#CCN(CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(=O)OCCN(CC#CCOC)CCOC(C)=O,0.155524108,1.361156349
149,177,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-1119505325-0,0.000219357,3.73E-08,7.91E-08,4.83E-08,COCCOCCNCC(COC(=O)[Au])O[Cu],COCCOCCNCC(COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(=O)OC(CNCCOCCOC)COC(C)=O)OC,0.140633488,1.464897325
