Unnamed: 0,trajectory_id,htpmd_version,s3_bucket,s3_prefix,conductivity,li_diffusivity,tfsi_diffusivity,poly_diffusivity,mol_smiles,poly_smiles,transference_number,molarity
848,876,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5/9-0-33237832-0,4.76E-05,1.88E-08,2.95E-08,8.28E-09,C=CCC(C)NC(=O)C(N[Cu])C(C)OC(=O)[Au],C=CCC(C)NC(=O)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC(=O)OC(C)C(NC)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(=O)NC(C)CC=C)C(C)OC(C)=O,0.004749234,1.260756332
1529,1564,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_after_900/9-0-33232323-0,4.76E-05,1.39E-08,1.50E-08,1.15E-08,C=CC(CNCCC(C)N[Cu])OC(=O)[Au],C=CC(CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC(=O)OC(C=C)CNCCC(C)NC)OC(C)=O,0.391736597,1.437464694
6893,6928,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413651317-0,4.76E-05,1.26E-08,1.56E-08,8.50E-09,CCC(NC(=O)CO[Cu])C(C)(C)OC(=O)[Au],CCC(NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC(=O)OC(C)(C)C(CC)NC(=O)COC)C(C)(C)OC(C)=O,0.250736236,1.441770134
7176,7211,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413702400-0,4.76E-05,1.70E-08,2.44E-08,1.15E-08,CC(CCOC(=O)[Au])NC(C(=O)O)C(C)O[Cu],COC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(=O)OC(C)C(NC(C)CCOC(C)=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,0.009462981,1.492294849
6692,6727,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413644389-0,4.76E-05,1.86E-08,2.18E-08,1.26E-08,CC(CNC(=O)C(F)F)(CO[Cu])COC(=O)[Au],COCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(=O)OCC(C)(CNC(=O)C(F)F)COC(C)=O,0.077302796,1.428741008
7633,7668,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413644438-0,4.76E-05,1.31E-08,1.79E-08,8.08E-09,CCC(NC(=O)[Au])C(=O)NC(C)C(C)(C)O[Cu],CCC(NC(C)=O)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC(=O)NC(CC)C(=O)NC(C)C(C)(C)OC,0.347241163,1.354648456
6558,6593,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413634008-0,4.76E-05,2.14E-08,2.55E-08,1.63E-08,CC(C)C(O[Cu])C(=O)N(C)CCCOC(=O)[Au],COC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(=O)OC(C(=O)N(C)CCCOC(C)=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0.25930714,1.355269545
6734,6769,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413617642-0,4.75E-05,1.65E-08,3.56E-08,2.11E-08,CC(C)(CNCC(F)(F)CO[Cu])OC(=O)[Au],COCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(=O)OCC(F)(F)CNCC(C)(C)OC(C)=O,-0.234510534,1.394176027
4849,4884,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-246236894-0,4.75E-05,2.69E-08,3.87E-08,3.24E-08,CCN(CCCOC(=O)[Au])C(C)C(C)O[Cu],CCN(CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(=O)OC(C)C(C)N(CC)CCCOC(C)=O)C(C)C(C)OC,-0.43739648,1.448606904
5228,5263,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1132309982-0,4.75E-05,1.94E-08,2.91E-08,1.03E-08,CC(C)OCC(NC(=O)[Au])C(C)(C)O[Cu],COC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(=O)OC(C)(C)C(COC(C)C)NC(C)=O,-0.665210937,1.428290912
2105,2140,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119519886-0,4.75E-05,9.38E-09,1.27E-08,1.05E-08,COCCCNC(=O)C(CCNC(=O)[Au])N[Cu],CNC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(=O)NC(CCNC(C)=O)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC)C(=O)NCCCOC,0.293754314,1.481047567
5667,5702,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-33218028-0,4.75E-05,8.18E-09,1.56E-08,1.10E-08,C=C(CO[Cu])C(=O)NCC(C)(CC)OC(=O)[Au],C=C(COC)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(=O)OCC(=C)C(=O)NCC(C)(CC)OC(C)=O,0.106382538,1.367977454
6852,6887,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413647683-0,4.75E-05,1.49E-08,2.24E-08,1.04E-08,CCC(CO[Cu])N(C)C(=O)C(C)OC(=O)[Au],CCC(COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC(=O)OC(C)C(=O)N(C)C(CC)COC)N(C)C(=O)C(C)OC(C)=O,0.099168167,1.441770134
1991,2026,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119504343-0,4.75E-05,1.00E-08,1.26E-08,6.43E-09,CCC(CO[Cu])NC(=O)COC(=O)[Au],CCC(COC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(=O)OCC(CC)NC(=O)COC(C)=O,0.441863817,1.369004779
1871,1906,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119515202-0,4.74E-05,8.35E-09,1.56E-08,8.58E-09,CCOCCNC(=O)CC(CNC(=O)[Au])O[Cu],CCOCCNC(=O)CC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(=O)OC(CNC(C)=O)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)CC(=O)NCCOCC)OC,0.066056292,1.485130061
8205,8240,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_rerun_failed/9-0-33236714-0,4.74E-05,8.06E-09,1.59E-08,1.19E-08,C#CCC(CO[Cu])NC(=O)C(=C)COC(=O)[Au],C#CCC(COC)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(=O)OCC(CC#C)NC(=O)C(=C)COC(C)=O,0.139030238,1.39412188
1742,1777,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119508379-0,4.74E-05,1.69E-08,1.46E-08,1.15E-08,NS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu],COC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(=O)OC(CNCCS(N)(=O)=O)COC(C)=O,0.311519408,1.432412135
7306,7341,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-482403225-0,4.74E-05,1.98E-08,3.31E-08,1.95E-08,C=CC(=O)OCC(COC(=O)[Au])O[Cu],C=CC(=O)OCC(COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(=O)C=C)COC(=O)OC(COC(C)=O)COC(=O)C=C)OC,-0.265043043,1.331061584
1696,1731,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-1119505223-0,4.74E-05,8.04E-09,1.66E-08,8.74E-09,CNC(=O)C(C)NCC(CO[Cu])OC(=O)[Au],CNC(=O)C(C)NCC(COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC(=O)OC(CNC(C)C(=O)NC)COC)OC(C)=O,0.170100263,1.323049534
6592,6627,0.1.4,htp-md-stage,trajectories/0623/poly_9_nion_50_conc_1.5_dummy_1200/9-0-413635878-0,4.74E-05,1.10E-08,1.56E-08,9.41E-09,CC(CCN[Cu])NC(=O)C(C)C(C)NC(=O)[Au],CNCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(=O)NCCC(C)NC(=O)C(C)C(C)NC(C)=O,0.01098404,1.452404979
